facility_type,source_id,sigungu,name,lon,lat,props
17,,사상구,주례2동행정복지센터,129.0104350,35.1500844,"{""시도명"": ""부산광역시"", ""시군구코드"": ""26530"", ""소재지도로명주소"": ""부산광역시 사상구 주례로10번길 15(주례동)"", ""소재지지번주소"": ""부산광역시 사상구 주례동 154-1"", ""평일운영시작시각"": ""00:00"", ""평일운영종료시각"": ""23:59"", ""토요일운영시작시각"": ""00:00"", ""토요일운영종료시각"": ""23:59"", ""공휴일운영시작시각"": ""00:00"", ""공휴일운영종료시각"": ""23:59"", ""무료이용시간"": ""48"", ""연체료부과단위시간"": ""0"", ""연체료"": ""0"", ""제어방식구분코드"": ""2"", ""사용방법설명"": ""통합관제센터에서 택배도착문자 및 인증번호 발송, 본인은 인증번호를 입력한 뒤 보관함을 열어 물품 수령"", ""택배함종류코드"": ""대형/01+중형/02+소형/03"", ""칸개수"": ""01/03+02/04+03/12"", ""칸깊이"": ""01/60+02/60+03/60"", ""칸너비"": ""01/50+02/50+03/50"", ""칸높이"": ""01/60+02/30+03/22.5"", ""설치일자"": ""2017-01-01"", ""고객센터전화번호"": ""051-612-1912"", ""관리기관명"": ""부산광역시 사상구청"", ""관리기관전화번호"": ""051-612-1912"", ""데이터기준일자"": ""2026-05-18""}"
17,,사상구,덕포1동한내행복마을,128.9812934,35.1702907,"{""시도명"": ""부산광역시"", ""시군구코드"": ""26530"", ""소재지도로명주소"": ""부산광역시 사상구 사상로277번길 22-9(덕포동)"", ""소재지지번주소"": ""부산광역시 사상구 덕포동 427-1"", ""평일운영시작시각"": ""00:00"", ""평일운영종료시각"": ""23:59"", ""토요일운영시작시각"": ""00:00"", ""토요일운영종료시각"": ""23:59"", ""공휴일운영시작시각"": ""00:00"", ""공휴일운영종료시각"": ""23:59"", ""무료이용시간"": ""48"", ""연체료부과단위시간"": ""0"", ""연체료"": ""0"", ""제어방식구분코드"": ""2"", ""사용방법설명"": ""통합관제센터에서 택배도착문자 및 인증번호 발송, 본인은 인증번호를 입력한 뒤 보관함을 열어 물품 수령"", ""택배함종류코드"": ""대형/01+중형/02+소형/03"", ""칸개수"": ""01/03+02/04+03/12"", ""칸깊이"": ""01/60+02/60+03/60"", ""칸너비"": ""01/50+02/50+03/50"", ""칸높이"": ""01/60+02/30+03/22.5"", ""설치일자"": ""2017-01-01"", ""고객센터전화번호"": ""051-612-1912"", ""관리기관명"": ""부산광역시 사상구청"", ""관리기관전화번호"": ""051-612-1912"", ""데이터기준일자"": ""2026-05-18""}"
17,,연제구,연산5동 행정복지센터,129.0760738,35.1844812,"{""시도명"": ""부산광역시"", ""시군구코드"": ""26470"", ""소재지도로명주소"": ""부산광역시 연제구 거제천로 124번길 15"", ""소재지지번주소"": ""부산광역시 연제구 연산동 1478-1"", ""평일운영시작시각"": ""00:00"", ""평일운영종료시각"": ""23:59"", ""토요일운영시작시각"": ""00:00"", ""토요일운영종료시각"": ""23:59"", ""공휴일운영시작시각"": ""00:00"", ""공휴일운영종료시각"": ""23:59"", ""무료이용시간"": ""24"", ""연체료부과단위시간"": ""0"", ""연체료"": ""0"", ""제어방식구분코드"": ""1"", ""사용방법설명"": ""물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령"", ""택배함종류코드"": ""대형/01+중형/02+소형/03"", ""칸개수"": ""01/01+02/08+03/10"", ""칸깊이"": ""01/60+02/60+03/60"", ""칸너비"": ""01/50+02/50+03/50"", ""칸높이"": ""01/19.2+02/19.2+03/19.2"", ""설치일자"": ""2017-09-15"", ""고객센터전화번호"": ""051-612-1912"", ""관리기관명"": ""부산광역시 연제구"", ""관리기관전화번호"": ""051-665-5874"", ""데이터기준일자"": ""2026-06-01""}"
17,,연제구,연산6동 행정복지센터,129.0896601,35.1774182,"{""시도명"": ""부산광역시"", ""시군구코드"": ""26470"", ""소재지도로명주소"": ""부산광역시 연제구 쌍미천로 52번길 2"", ""소재지지번주소"": ""부산광역시 연제구 연산동 2149-2"", ""평일운영시작시각"": ""00:00"", ""평일운영종료시각"": ""23:59"", ""토요일운영시작시각"": ""00:00"", ""토요일운영종료시각"": ""23:59"", ""공휴일운영시작시각"": ""00:00"", ""공휴일운영종료시각"": ""23:59"", ""무료이용시간"": ""24"", ""연체료부과단위시간"": ""0"", ""연체료"": ""0"", ""제어방식구분코드"": ""1"", ""사용방법설명"": ""물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령"", ""택배함종류코드"": ""대형/01+중형/02+소형/03"", ""칸개수"": ""01/01+02/08+03/10"", ""칸깊이"": ""01/60+02/60+03/60"", ""칸너비"": ""01/50+02/50+03/50"", ""칸높이"": ""01/19.2+02/19.2+03/19.2"", ""설치일자"": ""2017-09-15"", ""고객센터전화번호"": ""051-612-1912"", ""관리기관명"": ""부산광역시 연제구"", ""관리기관전화번호"": ""051-665-5894"", ""데이터기준일자"": ""2026-06-01""}"
17,,연제구,거제2동 행정복지센터,129.0701315,35.1876437,"{""시도명"": ""부산광역시"", ""시군구코드"": ""26470"", ""소재지도로명주소"": ""부산광역시 연제구 아시아드대로22번길 15"", ""소재지지번주소"": ""부산광역시 연제구 거제동 1180-10"", ""평일운영시작시각"": ""00:00"", ""평일운영종료시각"": ""23:59"", ""토요일운영시작시각"": ""00:00"", ""토요일운영종료시각"": ""23:59"", ""공휴일운영시작시각"": ""00:00"", ""공휴일운영종료시각"": ""23:59"", ""무료이용시간"": ""24"", ""연체료부과단위시간"": ""0"", ""연체료"": ""0"", ""제어방식구분코드"": ""1"", ""사용방법설명"": ""물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령"", ""택배함종류코드"": ""대형/01+중형/02+소형/03"", ""칸개수"": ""01/01+02/04+03/11"", ""칸깊이"": ""01/60+02/60+03/60"", ""칸너비"": ""01/50+02/50+03/50"", ""칸높이"": ""01/67.5+02/45+03/22.5"", ""설치일자"": ""2021-05-28"", ""고객센터전화번호"": ""1600-5136"", ""관리기관명"": ""부산광역시 연제구"", ""관리기관전화번호"": ""051-665-5732"", ""데이터기준일자"": ""2026-06-01""}"
17,,연제구,거제3동 행정복지센터,129.0712010,35.1842811,"{""시도명"": ""부산광역시"", ""시군구코드"": ""26470"", ""소재지도로명주소"": ""부산광역시 연제구 거제대로 180"", ""소재지지번주소"": ""부산광역시 연제구 거제동 581-1"", ""평일운영시작시각"": ""00:00"", ""평일운영종료시각"": ""23:59"", ""토요일운영시작시각"": ""00:00"", ""토요일운영종료시각"": ""23:59"", ""공휴일운영시작시각"": ""00:00"", ""공휴일운영종료시각"": ""23:59"", ""무료이용시간"": ""24"", ""연체료부과단위시간"": ""0"", ""연체료"": ""0"", ""제어방식구분코드"": ""1"", ""사용방법설명"": ""물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령"", ""택배함종류코드"": ""대형/01+중형/02+소형/03"", ""칸개수"": ""01/01+02/04+03/11"", ""칸깊이"": ""01/60+02/60+03/60"", ""칸너비"": ""01/50+02/50+03/50"", ""칸높이"": ""01/67.5+02/45+03/22.5"", ""설치일자"": ""2021-05-28"", ""고객센터전화번호"": ""1600-5136"", ""관리기관명"": ""부산광역시 연제구"", ""관리기관전화번호"": ""051-665-5751"", ""데이터기준일자"": ""2026-06-01""}"
17,,연제구,(구)연산2동 행정복지센터,129.0792969,35.1799726,"{""시도명"": ""부산광역시"", ""시군구코드"": ""26470"", ""소재지도로명주소"": ""부산광역시 연제구 중앙대로1038번길 39"", ""소재지지번주소"": ""부산광역시 연제구 연산동 1597-12"", ""평일운영시작시각"": ""00:00"", ""평일운영종료시각"": ""23:59"", ""토요일운영시작시각"": ""00:00"", ""토요일운영종료시각"": ""23:59"", ""공휴일운영시작시각"": ""00:00"", ""공휴일운영종료시각"": ""23:59"", ""무료이용시간"": ""24"", ""연체료부과단위시간"": ""0"", ""연체료"": ""0"", ""제어방식구분코드"": ""1"", ""사용방법설명"": ""물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령"", ""택배함종류코드"": ""대형/01+중형/02+소형/03"", ""칸개수"": ""01/01+02/04+03/11"", ""칸깊이"": ""01/60+02/60+03/60"", ""칸너비"": ""01/50+02/50+03/50"", ""칸높이"": ""01/67.5+02/45+03/22.5"", ""설치일자"": ""2021-05-28"", ""고객센터전화번호"": ""1600-5136"", ""관리기관명"": ""부산광역시 연제구"", ""관리기관전화번호"": ""051-665-4647"", ""데이터기준일자"": ""2026-06-01""}"
17,,연제구,거제4동 행정복지센터,129.0658872,35.1800011,"{""시도명"": ""부산광역시"", ""시군구코드"": ""26470"", ""소재지도로명주소"": ""부산광역시 연제구 화지로52번길 33"", ""소재지지번주소"": ""부산광역시 연제구 거제동 760-6"", ""평일운영시작시각"": ""00:00"", ""평일운영종료시각"": ""23:59"", ""토요일운영시작시각"": ""00:00"", ""토요일운영종료시각"": ""23:59"", ""공휴일운영시작시각"": ""00:00"", ""공휴일운영종료시각"": ""23:59"", ""무료이용시간"": ""24"", ""연체료부과단위시간"": ""0"", ""연체료"": ""0"", ""제어방식구분코드"": ""1"", ""사용방법설명"": ""물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령"", ""택배함종류코드"": ""중형/02+소형/03"", ""칸개수"": ""02/03+03/08"", ""칸깊이"": ""02/60+03/60"", ""칸너비"": ""02/50+03/50"", ""칸높이"": ""02/45+03/22.5"", ""설치일자"": ""2021-05-01"", ""고객센터전화번호"": ""1600-5136"", ""관리기관명"": ""부산광역시 연제구"", ""관리기관전화번호"": ""051-665-5772"", ""데이터기준일자"": ""2026-06-01""}"
17,,연제구,거제1동 부산교육대학교앞,129.0776750,35.1954660,"{""시도명"": ""부산광역시"", ""시군구코드"": ""26470"", ""소재지도로명주소"": ""부산광역시 연제구 교대로 21"", ""소재지지번주소"": ""부산광역시 연제구 거제동 87-1"", ""평일운영시작시각"": ""00:00"", ""평일운영종료시각"": ""23:59"", ""토요일운영시작시각"": ""00:00"", ""토요일운영종료시각"": ""23:59"", ""공휴일운영시작시각"": ""00:00"", ""공휴일운영종료시각"": ""23:59"", ""무료이용시간"": ""24"", ""연체료부과단위시간"": ""0"", ""연체료"": ""0"", ""제어방식구분코드"": ""1"", ""사용방법설명"": ""물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령"", ""택배함종류코드"": ""중형/02+소형/03"", ""칸개수"": ""02/03+03/08"", ""칸깊이"": ""02/60+03/60"", ""칸너비"": ""02/50+03/50"", ""칸높이"": ""02/45+03/22.5"", ""설치일자"": ""2021-12-15"", ""고객센터전화번호"": ""1600-5136"", ""관리기관명"": ""부산광역시 연제구"", ""관리기관전화번호"": ""051-665-4647"", ""데이터기준일자"": ""2026-06-01""}"
17,,연제구,연산4동 우물쉼터,129.0837480,35.1831390,"{""시도명"": ""부산광역시"", ""시군구코드"": ""26470"", ""소재지도로명주소"": ""부산광역시 연제구 대리로5번길 47"", ""소재지지번주소"": ""부산광역시 연제구 연산동 1230-124"", ""평일운영시작시각"": ""00:00"", ""평일운영종료시각"": ""23:59"", ""토요일운영시작시각"": ""00:00"", ""토요일운영종료시각"": ""23:59"", ""공휴일운영시작시각"": ""00:00"", ""공휴일운영종료시각"": ""23:59"", ""무료이용시간"": ""24"", ""연체료부과단위시간"": ""0"", ""연체료"": ""0"", ""제어방식구분코드"": ""1"", ""사용방법설명"": ""물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령"", ""택배함종류코드"": ""중형/02+소형/03"", ""칸개수"": ""02/03+03/08"", ""칸깊이"": ""02/60+03/60"", ""칸너비"": ""02/50+03/50"", ""칸높이"": ""02/45+03/22.5"", ""설치일자"": ""2021-12-15"", ""고객센터전화번호"": ""1600-5136"", ""관리기관명"": ""부산광역시 연제구"", ""관리기관전화번호"": ""051-665-4647"", ""데이터기준일자"": ""2026-06-01""}"
17,,연제구,연산3동 행정복지센터,129.0929105,35.1729331,"{""시도명"": ""부산광역시"", ""시군구코드"": ""26470"", ""소재지도로명주소"": ""부산광역시 연제구 연수로208번길 16"", ""소재지지번주소"": ""부산광역시 연제구 연산동 1829"", ""평일운영시작시각"": ""00:00"", ""평일운영종료시각"": ""23:59"", ""토요일운영시작시각"": ""00:00"", ""토요일운영종료시각"": ""23:59"", ""공휴일운영시작시각"": ""00:00"", ""공휴일운영종료시각"": ""23:59"", ""무료이용시간"": ""24"", ""연체료부과단위시간"": ""0"", ""연체료"": ""0"", ""제어방식구분코드"": ""1"", ""사용방법설명"": ""물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령"", ""택배함종류코드"": ""중형/02+소형/03"", ""칸개수"": ""02/03+03/08"", ""칸깊이"": ""02/60+03/60"", ""칸너비"": ""02/50+03/50"", ""칸높이"": ""02/45+03/22.5"", ""설치일자"": ""2025-04-15"", ""고객센터전화번호"": ""1600-5136"", ""관리기관명"": ""부산광역시 연제구"", ""관리기관전화번호"": ""051-665-5831"", ""데이터기준일자"": ""2026-06-01""}"
