개방자치단체코드,관리번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3250000,202532500000900045,부산 중구-7,방범용,화장실,유라리광장 공중화장실,부산광역시 중구 용미길 9번길 6-14,부산광역시 중구 남포동1가 62-29,35.09665141,129.0351256,양방향,Y,N,N,경보등+경보음+CCTV,2016,2025-08-07,Y,부산광역시 중구청,051-600-4442,2025-11-06,I,2026-05-15 18:45:46,2025-11-06 13:52:16
3250000,202532500000900051,부산 중구-13,방범용,건물,광복동 주민센터,부산광역시 중구 광복로55번길 10,부산광역시 중구 신창동1가 9-1,35.09995993,129.030401,양방향,Y,N,N,,2020,2025-10-30,Y,부산광역시 중구청,051-600-4174,2025-10-30,I,2026-05-15 18:45:46,2025-10-30 10:08:48
3250000,202532500000900041,부산 중구-3,방범용,기타,6차 동광원로의집 앞,부산광역시 중구 샘길 12,부산광역시 중구 대청동1가 6-27,35.1064329,129.0329371,양방향,N,N,N,CCTV,2017,2025-10-30,Y,부산광역시 중구청,051-600-4171,2025-10-30,I,2026-05-15 18:45:46,2025-10-30 10:08:48
3250000,202532500000900057,부산 중구-19,방범용,건물,중구청(2층 구청장실),부산광역시 중구 중구로 120,부산광역시 중구 대청동1가 1-4,35.10619725,129.0323514,양방향,Y,N,N,,2020,2025-10-30,Y,부산광역시 중구청,051-600-4174,2025-10-30,I,2026-05-15 18:45:46,2025-10-30 10:08:48
3250000,202532500000900054,부산 중구-16,방범용,건물,영주2동 주민센터,부산광역시 중구 동영로 71-2,부산광역시 중구 영주동 278-9,35.1115639,129.0318047,양방향,Y,N,N,,2020,2025-10-30,Y,부산광역시 중구청,051-600-4174,2025-10-30,I,2026-05-15 18:45:46,2025-10-30 10:08:48
3250000,202532500000900039,부산 중구-1,방범용,기타,남포 로얄호텔앞,부산광역시 중구 광복로67번길 8-6,부산광역시 중구 광복동2가 2-15,35.09906078,129.0328121,양방향,N,N,N,CCTV,2017,2025-10-30,Y,부산광역시 중구청,051-600-4171,2025-10-30,I,2026-05-15 18:45:46,2025-10-30 10:08:48
3250000,202532500000900052,부산 중구-14,방범용,건물,남포동 주민센터,부산광역시 중구 자갈치로 68-1,부산광역시 중구 남포동4가 32-2,35.09736387,129.031678,양방향,Y,N,N,,2020,2025-10-30,Y,부산광역시 중구청,051-600-4174,2025-10-30,I,2026-05-15 18:45:46,2025-10-30 10:08:48
3250000,202532500000900042,부산 중구-4,방범용,기타,2차 노틀담어린이집,부산광역시 중구 망양로 306-2,부산광역시 중구 대청동4가 75-190,35.10542554,129.0279317,양방향,N,N,N,CCTV,2017,2025-10-30,Y,부산광역시 중구청,051-600-4171,2025-10-30,I,2026-05-15 18:45:46,2025-10-30 10:08:48
3250000,202532500000900049,부산 중구-11,방범용,건물,보수동 주민센터,부산광역시 중구 보수대로140번길 61,부산광역시 중구 보수동1가 48-2,35.10618152,129.0246936,양방향,Y,N,N,,2020,2025-10-30,Y,부산광역시 중구청,051-600-4174,2025-10-30,I,2026-05-15 18:45:46,2025-10-30 10:08:48
3260000,202532600000900021,남항체육공원,방범용,화장실,여자 화장실 대변기칸 내,부산광역시 서구 등대로 107 (남부민동),부산광역시 서구 남부민동 523-28,35.081595,129.025541,양방향,Y,N,N,,2022,2025-10-24,Y,서구청 문화관광과,051-240-4082,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:18:48
3260000,202532600000900025,송림공원 내,방범용,화장실,부산광역시 서구 송도해변로 171,"부산광역시 서구 송도해변로 171, 송도케이블카 하부정류장 (암남동)",부산광역시 서구 암남동 765,35.070604,129.019163,양방향,Y,N,N,,2016,2025-10-24,Y,서구청 해양산림과,051-240-4531,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:17:59
3260000,202532600000900033,구덕문화공원(주차장),방범용,화장실,부산광역시 서구 꽃마을로163번길 73,"부산광역시 서구 꽃마을로163번길 73, 구덕문화공원 (서대신동3가)",부산광역시 서구 서대신동3가 산 18-15 구덕문화공원,35.126514,129.00497,양방향,Y,N,N,,2019,2025-10-24,Y,서구청 신성장사업추진단,051-240-3521,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:14:50
3260000,202532600000900026,암남공원3호광장(주차장),방범용,화장실,부산광역시 서구 암남동 620-27,부산광역시 서구 원양로 105 (암남동),부산광역시 서구 암남동 620-27,35.062813,129.021508,양방향,Y,N,N,,2020,2025-10-24,Y,서구청 해양산림과,051-240-4534,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:17:39
3260000,202532600000900029,암남공원 입구,방범용,화장실,부산광역시 서구 암남공원로 185,"부산광역시 서구 암남공원로 185, 국립동물검역소부산지소 (암남동)",부산광역시 서구 암남동 620-2,35.062598,129.015199,양방향,Y,N,N,,2020,2025-10-24,Y,서구청 해양산림과,051-240-4534,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:16:45
3260000,202532600000900040,꽃마을,방범용,화장실,부산광역시 서구 꽃마을로159,부산광역시 서구 꽃마을로 159,,35.127576,129.006924,양방향,Y,N,N,,2017,2025-10-24,Y,서구청 청소행정과,051-240-4445,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:12:53
3260000,202532600000900036,구름산책로,방범용,화장실,부산광역시 서구 송도해변로 152,부산광역시 서구 송도해변로 152 (암남동),부산광역시 서구 암남동 135-12,35.077228,129.021484,양방향,Y,N,N,,2017,2025-10-24,Y,서구청 청소행정과,051-240-4445,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:14:07
3260000,202532600000900023,암남공원1호광장(두도),방범용,화장실,부산광역시 서구 암남동 193-4,"부산광역시 서구 암남공원로 181, 송도케이블카 (암남동)",부산광역시 서구 암남동 산 193-4 송도케이블카,35.059791,129.015118,양방향,Y,N,N,,2020,2025-10-24,Y,서구청 해양산림과,051-240-4534,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:18:27
3260000,202532600000900022,남항대교 밑,방범용,화장실,"남, 여 화장실 대변기칸 내","부산광역시 서구 충무대로94번길 40, 남항대교 주차장 (암남동)",부산광역시 서구 암남동 123-29 남항대교 주차장,35.0793,129.024,양방향,Y,N,N,,2023,2025-10-24,Y,서구청 청소행정과,051-240-4442,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:18:38
3260000,202532600000900039,부민산 체육공원,방범용,화장실,부산광역시 서구 부민동3가 8-247,부산광역시 서구 해돋이로273번길 73 (부민동3가),부산광역시 서구 부민동3가 8-247,35.104045,129.013777,양방향,Y,N,N,,2018,2025-10-24,Y,서구청 청소행정과,051-240-4445,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:13:10
3260000,202532600000900030,구덕야영장,방범용,화장실,부산광역시 서구 보수대로320번길 59,부산광역시 서구 보수대로320번길 59 (서대신동3가),부산광역시 서구 서대신동3가 산 2-1,35.123373,129.022942,양방향,Y,N,N,,2016,2025-10-24,Y,서구청 신성장사업과,051-240-3522,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:16:16
3260000,202532600000900034,구덕문화공원(인공폭포 앞,방범용,화장실,부산광역시 서구 꽃마을로163번길 73,"부산광역시 서구 꽃마을로163번길 73, 구덕문화공원 (서대신동3가)",부산광역시 서구 서대신동3가 산 18-15 구덕문화공원,35.126514,129.00497,양방향,Y,N,N,,2019,2025-10-24,Y,서구청 신성장사업추진단,051-240-3521,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:14:34
3260000,202532600000900031,송도오션파크,방범용,화장실,부산광역시 서구 송도해변로 36,"부산광역시 서구 송도해변로 36, 송도오토캠핑장 (암남동)",부산광역시 서구 암남동 135-23 송도오토캠핑장,35.070593,129.019104,양방향,Y,N,N,,2017,2025-10-24,Y,서구청 문화관광과,051-240-4082,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:15:28
3260000,202532600000900024,암남공원(풍차),방범용,화장실,부산광역시 서구 암남공원로 185,"부산광역시 서구 암남공원로 185, 국립동물검역소부산지소 (암남동)",부산광역시 서구 암남동 620-2,35.060573,129.013026,양방향,Y,N,N,,2020,2025-10-24,Y,서구청 해양산림과,051-240-4534,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:18:10
3260000,202532600000900027,해안시장 내,방범용,화장실,부산광역시 서구 해안새벽시장길 27,"부산광역시 서구 해안새벽시장길 27, 충무동해안시장 상인교육관 및 고객쉼터 (충무동1가)",부산광역시 서구 충무동1가 43-1 충무동해안시장 상인교육관 및 고객쉼터,35.094225,129.025244,양방향,Y,N,N,,2020,2025-10-24,Y,서구청 일자리경제과,051-240-4472,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:17:24
3260000,202532600000900038,암남동예비군교장,방범용,화장실,부산광역시 서구암남공원로522번길10,부산광역시 서구 암남공원로522번길 39-4 (암남동),부산광역시 서구 암남동 산 10,35.074709,129.012593,양방향,Y,N,N,,2017,2025-10-24,Y,서구청 청소행정과,051-240-4445,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:13:21
3260000,202532600000900037,송도해양레포츠센터 내,방범용,화장실,부산광역시 서구 송도해변로 50,부산광역시 서구 송도해변로 50 (암남동),부산광역시 서구 암남동 135-5,35.073733,129.016356,양방향,Y,N,N,,2016,2025-10-24,Y,서구청 청소행정과,051-240-4445,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:13:33
3260000,202532600000900035,내원정사 옆,방범용,화장실,부산광역시 서구 보수대로320번길 59,부산광역시 서구 보수대로320번길 59 (서대신동3가),부산광역시 서구 서대신동3가 산 2-1,35.126075,129.012497,양방향,Y,N,N,,2019,2025-10-24,Y,서구청 청소행정과,051-240-4445,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:14:23
3260000,202532600000900032,천마산조각공원,방범용,화장실,부산광역시 서구암남동 산4-26,부산광역시 서구 천해로48번길 34 (암남동),부산광역시 서구 암남동 산 4-26,35.091203,129.017935,양방향,Y,N,N,,2020,2025-10-24,Y,서구청 신성장사업과,051-240-3521,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:15:08
3260000,202532600000900028,암남공원2호광장,방범용,화장실,부산광역시 서구 암남동 산 193,"부산광역시 서구 암남공원로 181, 송도케이블카 (암남동)",부산광역시 서구 암남동 산 193 송도케이블카,35.061022,129.01607,양방향,Y,N,N,,2020,2025-10-24,Y,서구청 해양산림과,051-240-4534,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 15:17:07
3270000,202632700000900023,비상벨-023호,방범용,가로변,청룡사 입구,부산광역시 동구망양로879번길 19,부산광역시 동구범일1동 1435-643,35.13939,129.04698,양방향,N,N,Y,,2021,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900024,비상벨-024호,방범용,가로변,망양로 875번길 28,부산광역시 동구망양로875번길 28,부산광역시 동구범일1동 1435-296,35.14002,129.04803,양방향,N,N,Y,,2021,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900001,비상벨-001호,방범용,가로변,다운아트빌 앞,부산광역시 동구증산동로 77,부산광역시 동구범일1동 1352-113,35.13823,129.05376,양방향,N,N,Y,,2019,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900025,비상벨-025호,방범용,가로변,내곡삼거리 건강의원 앞,부산광역시 동구망양로 893-1,부산광역시 동구범일4동 1445-49,35.14039,129.04897,양방향,N,N,Y,,2021,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:46,2026-05-07 17:53:05
3270000,202632700000900026,비상벨-026호,방범용,가로변,범상로 1번길 13 옆 사거리,부산광역시 동구범상로 1번길 13,부산광역시 동구범일1동 1504-448,35.14057,129.048211,양방향,N,N,Y,,2021,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:46,2026-05-07 17:53:05
3270000,202632700000900002,비상벨-002호,방범용,가로변,수정2동 공영주차장 앞,부산광역시 동구수정공원로 48,부산광역시 동구수정2동 771-240,35.13068,129.03936,양방향,N,N,Y,,2019,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900003,비상벨-003호,방범용,가로변,초량화신입구,부산광역시 동구망양로 516,부산광역시 동구초량2동 865-171,35.11856,129.03049,양방향,N,N,Y,,2019,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900004,비상벨-004호,방범용,가로변,그린빌라 앞,부산광역시 동구좌천로 61,부산광역시 동구좌천동 822-18,35.1318,129.04874,양방향,N,N,Y,,2019,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900005,비상벨-005호,방범용,가로변,부산은행 초량동지점,부산광역시 동구중앙대로 251번길 25,부산광역시 동구초량3동 147-2,35.11977,129.04042,양방향,N,N,Y,,2019,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900006,비상벨-006호,방범용,가로변,수정초교 뒷편,부산광역시 동구수정중로 47,부산광역시 동구수정2동 463-13,35.1321,129.04621,양방향,N,N,Y,,2019,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900007,비상벨-007호,방범용,가로변,매일유업 아랫길,부산광역시 동구망양로 694번길 25-3,부산광역시 동구수정4동 974-43,35.12739,129.04269,양방향,N,N,Y,,2019,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900008,비상벨-008호,방범용,가로변,선화여중 옆길,부산광역시 동구초량로 80번길 38,부산광역시 동구초량6동 827-65,35.12176,129.03453,양방향,N,N,Y,,2019,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900015,비상벨-015호,방범용,가로변,초량초등학교 정문,부산광역시 동구초량상로 49,부산광역시 동구초량1동 994-13,35.11612,129.03684,양방향,N,N,Y,,2020,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900009,비상벨-009호,방범용,가로변,눌원빌딩(한국마사회)뒤,부산광역시 동구자성로134,부산광역시 동구범일2동 825-3,35.13621,129.0654,양방향,N,N,Y,,2020,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900010,비상벨-010호,방범용,가로변,남경하이빌,부산광역시 동구구봉로49번길4,부산광역시 동구초량6동 754-87,35.12442,129.03687,양방향,N,N,Y,,2020,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900011,비상벨-011호,방범용,가로변,경현허브빌라 골목 입구,부산광역시 동구정공단로39번길17,부산광역시 동구좌천동 704-24,35.13632,129.05423,양방향,N,N,Y,,2020,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900012,비상벨-012호,방범용,가로변,정공단로 47번길 골목,부산광역시 동구정공단로47번길15-12,부산광역시 동구좌천동 707-21,35.13706,129.05459,양방향,N,N,Y,,2020,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900013,비상벨-013호,방범용,가로변,금성고등학교 밑,부산광역시 동구정공단로11번가길 21-2,부산광역시 동구좌천동 768-27,35.13431,129.05214,양방향,N,N,Y,,2020,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900014,비상벨-014호,방범용,가로변,수정초등학교 위,부산광역시 동구진성로71번가길 21,부산광역시 동구수정5동 453-39,35.13296,129.04504,양방향,N,N,Y,,2020,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900016,비상벨-016호,방범용,가로변,범일초등학교 앞,부산광역시 동구증산서로 55,부산광역시 동구범일1동 1411-3,35.13965,129.05104,양방향,N,N,Y,,2020,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900017,비상벨-017호,방범용,가로변,수성초등학교 정문,부산광역시 동구망양로808번길 3,부산광역시 동구수정5동 485-3,35.1344,129.04372,양방향,N,N,Y,,2020,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900018,비상벨-018호,방범용,가로변,좌성초등학교 앞,부산광역시 동구증산로113번길 7,부산광역시 동구좌천동 786-1,35.13676,129.05317,양방향,N,N,Y,,2020,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900019,비상벨-019호,방범용,가로변,성남초등학교 정문,부산광역시 동구범일로53번길 14,부산광역시 동구범일2동 305-6,35.13447,129.05897,양방향,N,N,Y,,2020,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900020,비상벨-020호,방범용,가로변,수정파크빌라 뒤 골목,부산광역시 동구수정북로34번길 42-3,부산광역시 동구수정5동 537-4,35.13255,129.04425,양방향,N,N,Y,,2021,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900021,비상벨-021호,방범용,가로변,부일방앗간 옆 육교 앞,부산광역시 동구성남일로 22,부산광역시 동구좌천동 35-5,35.13292,129.0553,양방향,N,N,Y,,2021,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900033,비상벨-033호,방범용,가로변,친환경스카이웨이,부산광역시 동구초량로 108번길 62,부산광역시 동구초량6동 827-175,35.12016,129.03144,양방향,N,N,Y,,2022,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:46,2026-05-07 17:53:05
3270000,202632700000900034,비상벨-034호,방범용,가로변,동일파크 일원,부산광역시 동구망양로 488,부산광역시 동구초량2동 865-38,35.11767,129.0332,양방향,N,N,Y,,2022,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:46,2026-05-07 17:53:05
3270000,202632700000900022,비상벨-022호,방범용,가로변,근대화슈퍼 앞,부산광역시 동구망양로875번길 12,부산광역시 동구범일1동 1435-144,35.13923,129.0479,양방향,N,N,Y,,2021,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:45,2026-05-07 17:53:05
3270000,202632700000900031,비상벨-031호,방범용,가로변,법천사일원,부산광역시 동구안창로 21번길 14,부산광역시 동구범일1동 산65-122,35.14512,129.0458,양방향,N,N,Y,,2022,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:46,2026-05-07 17:53:05
3270000,202632700000900032,비상벨-032호,방범용,가로변,수정4초소,부산광역시 동구수정공원상로 60-60,부산광역시 동구수정4동 산 35-22,35.12832,129.0355,양방향,N,N,Y,,2022,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:46,2026-05-07 17:53:05
3270000,202632700000900027,비상벨-027호,방범용,가로변,보광사 입구 사거리,부산광역시 동구범상로 1번길 35,부산광역시 동구범일1동 산 65-12,35.140963,129.047264,양방향,N,N,Y,,2022,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:46,2026-05-07 17:53:05
3270000,202632700000900028,비상벨-028호,방범용,가로변,범상로 39번길 64 옆 계단,부산광역시 동구범상로 39번길 64,부산광역시 동구범일1동 1504-165,35.140933,129.04829,양방향,N,N,Y,,2022,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:46,2026-05-07 17:53:05
3270000,202632700000900029,비상벨-029호,방범용,가로변,안창배수지,부산광역시 동구안창로 89번길 21,부산광역시 동구범일1동 산 65-121,35.14297,129.0397,양방향,N,N,Y,,2022,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:46,2026-05-07 17:53:05
3270000,202632700000900030,비상벨-030호,방범용,가로변,안창마을입구,부산광역시 동구안창로 97번길 20,부산광역시 동구범일1동 산 65-121,35.14297,129.0397,양방향,N,N,Y,,2022,2026-05-01,Y,부산광역시 동구청,051-440-6450,2026-05-01,I,2026-05-15 18:45:46,2026-05-07 17:53:05
3280000,202032800000900001,3,방범용,가로변,부산광역시 영도구 대평로37번길 10,부산광역시 영도구 대평로37번길 10,부산광역시 영도구 대평동2가 37-10,35.0917072,129.0332056,미연계,N,N,N,경보음,2017,2020-12-14,Y,영도구청,051-419-4285,2020-12-14,I,2026-05-15 18:45:46,2020-12-14 17:34:09
3280000,202432800000900016,4,방범용,기타,신선동 주택밀집지역,부산광역시 영도구 신선초롱길 24,부산광역시 영도구 신선동2가 156-264,35.085704,129.046377,양방향,Y,N,N,,2023,2023-12-27,Y,영도구청,051-419-4861,2026-05-13,I,2026-05-15 18:45:46,2026-05-13 17:13:17
3280000,202432800000900023,11,방범용,기타,하리타운,부산광역시 영도구 태종로773번길 25,부산광역시 영도구 동삼동 863-4,35.068288,129.082132,양방향,Y,N,N,,2023,2023-12-27,Y,영도구청,051-419-4861,2026-05-13,I,2026-05-15 18:45:46,2026-05-13 17:14:02
3280000,202432800000900022,10,방범용,기타,육영선교원,부산광역시 영도구 하리서길 29,부산광역시 영도구 동삼동 901-24,35.067148,129.082017,양방향,Y,N,N,,2023,2023-12-27,Y,영도구청,051-419-4861,2026-05-13,I,2026-05-15 18:45:46,2026-05-13 17:13:57
3280000,202432800000900019,7,방범용,기타,동삼동 어린이공원,부산광역시 영도구 동삼동 1123-13,부산광역시 영도구 동삼동 1123-13,35.084246,129.069364,양방향,Y,N,N,,2023,2023-12-27,Y,영도구청,051-419-4861,2026-05-13,I,2026-05-15 18:45:46,2026-05-13 17:13:39
3280000,202432800000900014,2,방범용,기타,영도병원 부근,부산광역시 영도구 태종로 83번길 30,부산광역시 영도구 봉래동2가6-7,35.093253,129.040956,양방향,Y,N,N,,2023,2023-12-27,Y,영도구청,051-419-4861,2026-05-13,I,2026-05-15 18:45:46,2026-05-13 17:12:52
3280000,202432800000900021,9,방범용,기타,바다횟집,부산광역시 영도구 하리해안길 6-3,부산광역시 영도구 동삼동 769-9,35.069193,129.080768,양방향,Y,N,N,,2023,2023-12-27,Y,영도구청,051-419-4861,2026-05-13,I,2026-05-15 18:45:46,2026-05-13 17:13:52
3280000,202432800000900013,1,방범용,기타,영도구 노인복지회관,부산광역시 영도구 절영로 29번길 34,부산광역시 영도구 대교동2가 171-2,35.091062,129.041077,양방향,Y,N,N,,2023,2023-12-27,Y,영도구청,051-419-4861,2026-05-13,I,2026-05-15 18:45:46,2026-05-13 17:13:02
3280000,202432800000900015,3,방범용,기타,벧엘영아전담어린이집,부산광역시 영도구 절영로 93번길 29-4,부산광역시 영도구 남항동2가 229-1,35.08786,129.040479,양방향,Y,N,N,,2023,2023-12-27,Y,영도구청,051-419-4861,2026-05-13,I,2026-05-15 18:45:46,2026-05-13 17:13:11
