개방자치단체코드,관리번호,자전거보관소명,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,보관대수,설치연도,설치형태,차양막설치여부,공기주입기비치여부,공기주입기유형명,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3250000,202632500000300010,중구-10,부산광역시 중구 구덕로 66,부산광역시 중구 남포동5가 37-3,35.09803,129.028671,14,2020,거치형,N,N,,N,051-600-4554,부산광역시 중구청,2026-05-07,I,2026-05-15 18:45:05,2026-05-07 11:42:05
3260000,202332600000300031,송도스포츠센터,부산광역시 서구 송도해변로 121,,35.077822,129.020189,10,,,Y,N,,N,051-240-4562,부산광역시 서구 교통행정과,2026-05-20,U,2026-05-21 03:03:03,2026-05-20 09:33:50
3260000,202332600000300024,토성역1번출구,부산광역시 서구 구덕로 190-1,,35.101657,129.01999,7,,,N,N,,N,051-240-4562,부산광역시 서구 교통행정과,2026-05-20,U,2026-05-21 03:03:03,2026-05-20 09:35:43
3260000,202332600000300027,토성역6번출구,부산광역시 서구 구덕로 179,,35.100065,129.019652,7,,,N,N,,N,051-240-4562,부산광역시 서구 교통행정과,2026-05-20,U,2026-05-21 03:03:03,2026-05-20 09:34:44
3260000,202332600000300032,남항대교,부산광역시 서구 등대로 27,부산광역시 서구 암남동 123-15,35.079006,129.025171,10,,,Y,N,,N,051-240-4562,부산광역시 서구 교통행정과,2026-05-20,U,2026-05-21 03:03:03,2026-05-20 09:33:06
3260000,202332600000300019,서대신역2번출구,부산광역시 서구 대영로6번길 6,,35.110514,129.012394,6,,,Y,N,,N,051-240-4562,부산광역시 서구 교통행정과,2026-05-20,U,2026-05-21 03:03:03,2026-05-20 09:46:58
3260000,202332600000300017,서대신역1번출구A,부산광역시 서구 대티로 178,부산광역시 서구 서대신동2가 332-5,35.111049,129.011711,7,,,N,N,,N,051-240-4562,부산광역시 서구 교통행정과,2026-05-20,U,2026-05-21 03:03:03,2026-05-20 09:47:25
3260000,202332600000300022,동대신역8번출구,부산광역시 서구 구덕로 287,,35.109786,129.01777,7,,,Y,N,,N,051-240-4562,부산광역시 서구 교통행정과,2026-05-20,U,2026-05-21 03:03:03,2026-05-20 09:45:51
3260000,202332600000300020,구덕운동장,부산광역시 서구 대신로 127,,35.117285,129.01436,12,,,Y,N,,N,051-240-4562,부산광역시 서구 교통행정과,2026-05-20,U,2026-05-21 03:03:03,2026-05-20 09:46:43
3260000,202332600000300025,경남중학교 교내,부산광역시 서구 구덕로 190-1,,35.101657,129.01999,10,,,Y,N,,N,051-240-4562,부산광역시 서구 교통행정과,2026-05-20,U,2026-05-21 03:03:03,2026-05-20 09:35:27
3260000,202332600000300018,서대신역1번출구B,부산광역시 서구 대티로 178,부산광역시 서구 서대신동2가 341-6,35.111202,129.011811,6,,,Y,N,,N,051-240-4562,부산광역시 서구 교통행정과,2026-05-20,U,2026-05-21 03:03:03,2026-05-20 09:47:12
3260000,202332600000300026,토성역2번출구,부산광역시 서구 구덕로 187,부산광역시 서구 토성동3가 12,35.101835,129.019754,7,,,N,N,,N,051-240-4562,부산광역시 서구 교통행정과,2026-05-20,U,2026-05-21 03:03:03,2026-05-20 09:35:10
3260000,202332600000300021,토성역5번출구,부산광역시 서구 까치고개로229번길 7,,35.100178,129.019891,7,,,Y,N,,N,051-240-4562,부산광역시 서구 교통행정과,2026-05-20,U,2026-05-21 03:03:03,2026-05-20 09:46:15
3260000,202332600000300023,동대신역3번출구,부산광역시 서구 구덕로 300-1,,35.110864,129.017564,6,,,Y,N,,N,051-240-4562,부산광역시 서구 교통행정과,2026-05-20,U,2026-05-21 03:03:03,2026-05-20 09:36:00
3260000,202332600000300030,송도해수욕장 송도해변로,부산광역시 서구 송도해변로 10-3,부산광역시 서구 암남동589-3,35.070832,129.018999,10,,,N,N,,N,051-240-4562,부산광역시 서구 교통행정과,2026-05-20,U,2026-05-21 03:03:03,2026-05-20 09:34:20
3270000,202332700000300005,성남초등학교 후문,부산광역시 동구 범일로53번길 14(범일동),,35.13519334,129.0584732,20,,,Y,N,,N,051-440-4556,부산광역시 동구,2025-12-22,I,2026-05-15 18:45:05,2025-12-22 14:42:01
3270000,202332700000300007,하나은행 범일동지점앞,부산광역시 동구 조방로 43(범일동),,35.14030831,129.0603837,10,,,Y,N,,N,051-440-4556,부산광역시 동구,2025-12-22,I,2026-05-15 18:45:05,2025-12-22 14:40:24
3270000,202332700000300015,도시철도 초량역 10번 출입구,부산광역시 동구 중앙대로 276 (초량동),,35.1212812,129.0435146,10,,,Y,N,,N,051-440-4556,부산광역시 동구,2025-12-22,I,2026-05-15 18:45:05,2025-12-22 14:33:57
3270000,202332700000300008,(구)부산은행 범천동지점 앞,"부산광역시 동구 중앙대로 539 (범일동, 서면 베스티움 더 시티)",부산광역시 동구 범일동 26-8 서면 베스티움 더 시티,35.14151203,129.0559423,10,,,Y,N,,N,051-440-4556,부산광역시 동구,2025-12-22,I,2026-05-15 18:45:05,2025-12-22 14:39:44
3270000,202332700000300006,동부경찰서 앞,부산광역시 동구 중앙대로 383-1,,35.12961167,129.0492151,10,,,Y,N,,N,051-440-4556,부산광역시 동구,2025-12-22,I,2026-05-15 18:45:05,2025-12-22 14:41:34
3270000,202332700000300011,범일5동 주민센터 앞,부산광역시 동구 성남로47번길 13 (좌천동),,35.13050728,129.0538008,7,,거치형,Y,N,,N,051-440-4556,부산광역시 동구,2025-12-22,I,2026-05-15 18:45:05,2025-12-22 14:45:34
3270000,202332700000300002,55보급창 맞은편,부산광역시 동구 성남로 94-1 (범일동),,35.13123368,129.0592116,10,,,Y,N,,N,051-440-4556,부산광역시 동구,2025-12-22,I,2026-05-15 18:45:05,2025-12-22 14:43:14
3270000,202332700000300009,한성기린아파트 입구,"부산광역시 동구 중앙대로 514 (범일동, 한성기린프라자)",,35.13897889,129.0569493,10,,,Y,N,,N,051-440-4556,부산광역시 동구,2025-12-22,I,2026-05-15 18:45:05,2025-12-22 14:36:34
3270000,202332700000300003,독도주차장,부산광역시 동구 증산로 100 (좌천동),,35.13563677,129.0529467,7,,,N,N,,N,051-440-4556,부산광역시 동구,2025-12-22,I,2026-05-15 18:45:05,2025-12-22 14:42:43
3270000,202332700000300017,동구청사 내,부산광역시 동구 구청로 1(수정동),,35.12929577,129.0452977,22,,,Y,N,,N,051-440-4556,부산광역시 동구,2025-12-22,I,2026-05-15 18:45:05,2025-12-22 14:32:36
3270000,202332700000300016,일본영사관 후문,부산광역시 동구 중앙대로267 (초량동),,35.1207152,129.042362,10,,,Y,N,,N,051-440-4556,부산광역시 동구,2025-12-22,I,2026-05-15 18:45:05,2025-12-22 14:33:32
3270000,202332700000300014,도시철도 부산진역 3번 출입구,부산광역시 동구 수정로 3 (수정동),,35.12704794,129.046277,10,,,Y,N,,N,051-440-4556,부산광역시 동구,2025-12-22,I,2026-05-15 18:45:05,2025-12-22 14:34:18
3270000,202332700000300013,도시철도 좌천역 7번 출입구,부산광역시 동구 중앙대로 465 (좌천동),,35.1353168,129.055023,10,,,Y,N,,N,051-440-4556,부산광역시 동구,2025-12-22,I,2026-05-15 18:45:05,2025-12-22 14:34:50
3280000,202532800000300001,깡깡이예술마을 버스정류소 옆,부산광역시 영도구 남항로9번길 21 (남항동1가),부산광역시 영도구 남항동1가 49,39.091059,129.037540,10,2024,,Y,N,,N,051-419-4557,영도구청 교통과,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:36:40
3280000,202432800000300050,영도구-01 영선동 남항대교 하부,부산광역시 영도구 해안산책길 30,부산광역시 영도구 영선동4가 186-46,35.082448,129.040429,40,2011,단독형,N,N,,N,051-419-4555,부산광역시 영도구청,2026-05-20,U,2026-05-22 03:03:03,2026-05-21 13:52:08
3280000,202432800000300040,영도구-11 부산대교공영주차장옆,,부산광역시 영도구 봉래동1가 134-1,35.094363,129.0405701,10,2016,단독형,N,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:18:17
3280000,202432800000300035,영도구-16 봉래동부산은행맞은편,부산광역시 영도구 태종로 139,부산광역시 영도구 봉래동3가 41-1,35.092223,129.044617,12,2016,단독형,N,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:22:49
3280000,202432800000300029,영도구-22 청학sk저유소정류장앞,"부산광역시 영도구 태종로 233, (청학동)",부산광역시 영도구 청학동 330-3,35.096391,129.048964,7,2017,단독형,N,N,태양광식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:28:02
3280000,202432800000300042,영도구-09 어울림 문화공원 후문,부산광역시 영도구 함지로 79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,10,2011,단독형,Y,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:16:48
3280000,202432800000300041,영도구-10 해양대학교 입구,부산광역시 영도구 태종로 727,부산광역시 영도구 동삼동 1,35.07439072,129.0875189,14,2016,단독형,N,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:25:07
3280000,202432800000300030,영도구-21 아미르공원,부산광역시 영도구 해양로 367(동삼동),부산광역시 영도구 동삼동 1164,35.079328,129.075621,20,2017,단독형,Y,Y,태양광식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:27:36
3280000,202432800000300049,영도구-02 남항동대평초교맞은편,부산광역시 영도구 절영로 79,부산광역시 영도구 남항동2가 212-5,35.08754865,129.039398,7,2011,단독형,N,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 13:52:58
3280000,202432800000300037,영도구-14 동부산아이존빌아파트,부산광역시 영도구 영선대로 82,부산광역시 영도구 영선동2가 175,35.088034,129.042858,14,2016,단독형,Y,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:20:10
3280000,202432800000300045,영도구-06 항만소방서 옆,부산광역시 영도구 해양로 297,부산광역시 영도구 동삼동 1150,35.0822,129.0768,7,2023,단독형,Y,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:37:32
3280000,202432800000300038,영도구-13 영선동부산은행맞은편,부산광역시 영도구 영선대로 75,부산광역시 영도구 영선동2가 105-1,35.0875446,129.042128,14,2016,단독형,N,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:23:12
3280000,202432800000300027,영도구-24 한성맨션버스정류장앞,"부산광역시 영도구 태종로 233, (봉래동5가)",부산광역시 영도구 봉래동5가 3,35.096391,129.048964,7,2017,단독형,N,N,태양광식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:29:54
3280000,202432800000300039,영도구-12 영선동 주유소 맞은편,,부산광역시 영도구 영선동3가 72-1,35.0867103,129.041668,14,2016,단독형,N,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:18:49
3280000,202432800000300044,영도구-07 봉래시장 앞,부산광역시 영도구 대교로 16,부산광역시 영도구 봉래동3가 196,35.0936,129.0431,7,2023,단독형,Y,N,,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 13:55:18
3280000,202632800000300001,(주) 거청 앞,"부산광역시 영도구 해양로 125, (주)거청 (청학동)",부산광역시 영도구 청학동 1-35 (주)거청,35.09404014,129.0681293,10,2011,,N,N,,N,051-419-4555,영도구청 교통과,2026-05-21,,2026-05-22 22:27:56,2026-05-21 14:13:31
3280000,202432800000300046,영도구-05 HJ중공업버스정류장옆,부산광역시 영도구 태종로 234-2,부산광역시 영도구 청학동 330-3,35.096391,129.048964,7,2023,단독형,N,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:32:24
3280000,202432800000300028,영도구-23 한진중공업 옆,,부산광역시 영도구 청학동 330-3,35.096391,129.048964,28,2017,단독형,N,N,태양광식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:29:17
3280000,202432800000300033,영도구-18 영선동 롯데리아 앞,부산광역시 영도구 영선대로 81,부산광역시 영도구 영선동2가 59-2,35.088366,129.042087,10,2026,단독형,N,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:24:05
3280000,202432800000300034,영도구-17 영선동 부산은행 앞,부산광역시 영도구 영선대로 75,부산광역시 영도구 영선동2가 50-1,35.087782,129.041714,24,2016,단독형,Y,N,수동식,N,051-419-4555,부산광역시 영도구청,2025-10-28,I,2026-05-15 18:45:05,2025-10-28 17:55:15
3280000,202432800000300036,영도구-15 해동병원맞은편정류장,부산광역시 영도구 태종로 133,부산광역시 영도구 영선동1가 62-1,35.091132,129.044069,32,2016,단독형,Y,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:21:30
3280000,202432800000300047,영도구-04 봉래동 미광아파트 앞,부산광역시 영도구 태종로 105번길 40-13,부산광역시 영도구 봉래동3가 22-2,35.092721,129.043846,14,2011,단독형,Y,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 13:54:30
3280000,202432800000300048,영도구-03 대교동인제요양병원앞,부산광역시 영도구 절영로 21,부산광역시 영도구 대교동2가 62,35.092412,129.040036,14,2011,단독형,N,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 13:53:37
3280000,202432800000300043,영도구-08 동삼1동 사격장 앞,부산광역시 영도구 절영로 319,부산광역시 영도구 동삼동 산149-4,35.073487,129.054076,10,2011,단독형,Y,N,수동식,N,051-419-4555,부산광역시 영도구청,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 14:15:18
3290000,202332900000300106,다문화가족지원센터,부산광역시 부산진구 백양대로 160,,35.1595496,129.0326638,7,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:24:35
3290000,202332900000300082,양정역 9번 출구,부산광역시 부산진구 중앙대로 939,,35.17385753,129.0715973,10,2023,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 13:14:06
3290000,202332900000300087,신한금융플라자,부산광역시 부산진구 중앙대로 750,,35.16263953,129.0505507,10,2023,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:47:26
3290000,202332900000300085,부전역 4번 출구,부산광역시 부산진구 중앙대로 792,,35.16242025,129.0632696,7,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:48:27
3290000,202332900000300117,부산진초등학교,부산광역시 부산진구 범천로 30,,35.14996102,129.0562919,20,2009,거치형,Y,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:15:09
3290000,202332900000300121,한화생명,부산광역시 부산진구 중앙대로 659,,35.1516611,129.0587204,10,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:11:03
3290000,202332900000300111,개금역 7번 출구,부산광역시 부산진구 가야대로 432,,35.152593,129.0196706,10,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:20:45
3290000,202332900000300104,동의대역 4번 출구 (E/V),,부산광역시 부산진구 가야동 251-6,35.1548411,129.0324963,10,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:26:39
3290000,202332900000300112,범내골역 6번 출구,부산광역시 부산진구 황령대로 1,,35.1477342,129.0599076,10,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:19:50
3290000,202332900000300127,양정역 6번 8번 출구,부산광역시 부산진구 연수로 5,,35.1733764,129.0719067,10,2023,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 10:59:42
3290000,202332900000300124,노인장애인복지관,"부산광역시 부산진구 전포대로300번길 6, 부산진구 노인 장애인복지관 (전포동)",부산광역시 부산진구 전포동 581 부산진구 노인 장애인복지관,35.1640493,129.0658469,10,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:06:22
3290000,202332900000300105,동의대역 3번 출구,부산광역시 부산진구 가야대로 554,,35.1535413,129.0326858,8,2024,단독형,N,Y,태양광식,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:27:55
3290000,202332900000300107,개금골목시장 입구,부산광역시 부산진구 가야대로 480,,35.1528571,129.0244413,14,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:23:43
3290000,202332900000300072,아이온시티,부산광역시 부산진구 서면역 5번 출구,,35.16263953,129.0505507,10,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 13:27:40
3290000,202332900000300086,부전역 6번 출구,부산광역시 부산진구 중앙대로 798,,35.16278708,129.0635817,10,2024,단독형,N,Y,태양광식,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:47:54
3290000,202332900000300094,전포역 2번 출구,부산광역시 부산진구 전포대로 174,,35.1519814,129.065797,10,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:41:00
3290000,202332900000300097,가야역 4번 출구,부산광역시 부산진구 가야대로 649,,35.1561811,129.042618,7,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:37:04
3290000,202332900000300109,개금역 2번 출구,부산광역시 부산진구 가야대로 451,,35.15356711,129.0215908,10,2023,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:21:57
3290000,202332900000300068,한국투자증권,부산광역시 부산진구 서면역 11번 출구,,35.16263953,129.0505507,12,2023,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 13:30:45
3290000,202332900000300088,NC백화점,부산광역시 부산진구 동천로 92,,35.15703218,129.0630128,7,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:47:05
3290000,202332900000300095,전포역 7번 출구,부산광역시 부산진구 전포대로 193,,35.153975,129.0650389,14,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:39:52
3290000,202332900000300081,월해한의원,부산광역시 부산진구 연수로 14,,35.17336885,129.0728314,10,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 13:15:24
3290000,202332900000300071,아이온시티,부산광역시 부산진구 서면역 7번 출구,,35.16263953,129.0505507,7,2023,단독형,N,Y,태양광식,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 13:28:07
3290000,202332900000300098,가야시장,,부산광역시 부산진구 가야동 3-74,35.1564248,129.0447383,7,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:36:00
3290000,202332900000300092,전포역 8번 출구,부산광역시 부산진구 전포대로 200,,35.15432162,129.0657872,20,2024,단독형,N,Y,태양광식,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:43:34
3290000,202332900000300118,당감2동 마을문고,부산광역시 부산진구 마철로 65,,35.1574092,129.0419218,10,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:14:36
3290000,202332900000300126,골드테마거리 전광판,부산광역시 부산진구 골드테마길 2,,35.1417888,129.0601417,7,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:02:30
3290000,202332900000300075,부암역 4번 출구,부산광역시 부산진구 가야대로 725,,35.15799397,129.0509409,5,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 13:26:13
3290000,202332900000300101,동의대역 2번 출구,부산광역시 부산진구 가야대로 561,,35.1545985,129.0332789,10,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:30:05
3290000,202332900000300089,부전도서관,"부산광역시 부산진구 동천로 79, 부전도서관 (부전동)",부산광역시 부산진구 부전동 168-269,35.155803,129.0619553,10,2024,단독형,N,N,태양광식,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:46:26
3290000,202332900000300096,가야역 4번 출구,부산광역시 부산진구 가야대로 643,,35.15602492,129.0420253,10,2023,단독형,N,Y,태양광식,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:37:52
3290000,202332900000300080,동서대학 교육원,부산광역시 부산진구 중앙대로 922,,35.16263953,129.0505507,10,2023,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 13:22:46
3290000,202332900000300084,부전역 2번 출구,부산광역시 부산진구 동성로 154,,35.16185765,129.0626695,10,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:49:01
3290000,202332900000300122,사학연금,부산광역시 부산진구 범일로 181,,35.1462332,129.0588582,20,2024,단독형,N,Y,태양광식,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:09:54
3290000,202332900000300077,부암역 6번 출구,부산광역시 부산진구 가야대로 719,,35.15765009,129.0500584,10,2024,단독형,N,Y,태양광식,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 13:25:16
3290000,202332900000300093,전포역 6번 8번 출구,부산광역시 부산진구 전포대로 190,,35.153756,129.0658625,10,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:42:06
3290000,202332900000300076,글로벌빌리지,부산광역시 부산진구 가야대로 734,,35.15661957,129.0524708,15,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 13:25:44
3290000,202332900000300123,유림더블루S,부산광역시 부산진구 신천대로 7,,35.157334,129.057888,20,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:08:41
3290000,202332900000300119,부산국악원,부산광역시 부산진구 국악로 2,,35.1715949,129.0543017,10,2023,단독형,N,Y,태양광식,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:13:37
3290000,202332900000300108,개금역 1번 출구,부산광역시 부산진구 가야대로 450,,35.1525214,129.0209734,10,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:22:52
3290000,202332900000300064,부산진구청,부산광역시 부산진구 시민공원로 30,,35.16283294,129.0531876,21,1999,거치형,N,N,태양광식,N,051-605-4558,부산광역시 부산진구,2025-02-12,I,2026-05-15 18:45:05,2025-02-12 13:05:38
3290000,202332900000300067,KB국민은행,부산광역시 부산진구 서면역 13번 출구,,35.16263953,129.0505507,8,2023,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 13:31:18
3290000,202332900000300100,한신센타뷰,부산광역시 부산진구 가야대로 597,,35.1552394,129.0370626,14,2024,단독형,N,N,,N,051-605-4558,부산광역시 부산진구,2024-07-17,I,2026-05-15 18:45:05,2024-07-17 11:33:47
